bias_context,bias_large,bias_small,cf_class_name,cf_standard_cm,class_name,conflict_direction,conflict_receiver_id,donor_kind,expected_label,family,gate_asserted,gate_margin,gate_mode,gate_pred_label,gate_score_large,gate_score_small,item_id,kept,margin_bin,model,model_slug,patch_span,pred_label,receiver_group_id,reject_reason,score_large,score_small,side,size_margin,standard_cm,value_cm
standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,human,,,,small,standard_swap,True,1.0491961658861015,bias_corrected,small,0.6433951973342769,1.6925913632203784,size-standard_swap-human-S900-V300-small_to_large-mclear-t1,False,clear,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,standard_span,small,,cf_gate_pred_small_expected_large,-8.235755168844026,-8.085850987321102,base,0.14990418152292406,900,300
standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,human,,,,large,standard_swap,True,-1.192478212774482,bias_corrected,small,0.43603436760328584,1.6285125803777678,size-standard_swap-human-S900-V300-small_to_large-mclear-t1,False,clear,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,standard_span,small,,cf_gate_pred_small_expected_large,-8.443115998575017,-8.149929770163713,cf,-0.2931862284113045,900,300
standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,human,,,,small,standard_swap,True,1.198310568718835,bias_corrected,small,0.3912422085940843,1.5895527773129192,size-standard_swap-human-S999-V150-small_to_large-mextreme-t1,False,extreme,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,standard_span,small,,cf_gate_pred_small_expected_large,-8.487908157584219,-8.188889573228561,base,0.2990185843556574,999,150
standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,human,,,,large,standard_swap,True,-1.249710734932549,bias_corrected,small,0.49411364428538995,1.7438243792179389,size-standard_swap-human-S999-V150-small_to_large-mextreme-t1,False,extreme,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,standard_span,small,,cf_gate_pred_small_expected_large,-8.385036721892913,-8.034617971323541,cf,-0.35041875056937144,999,150
standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,elephant,,,,small,standard_swap,True,2.632203912990043,bias_corrected,small,-0.44632397360221887,2.1858799393878243,size-standard_swap-elephant-S102-V101-small_to_large-mborderline-t1,False,borderline,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,standard_span,small,,cf_gate_pred_small_expected_large,-9.325474339780522,-7.592562411153656,base,1.7329119286268657,102,101
standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,elephant,,,,large,standard_swap,True,-1.8407760382764273,bias_corrected,small,0.13164614226404758,1.972422180540475,size-standard_swap-elephant-S102-V101-small_to_large-mborderline-t1,False,borderline,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,standard_span,small,,cf_gate_pred_small_expected_large,-8.747504223914255,-7.8060201700010055,cf,-0.9414840539132499,102,101
standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,elephant,,,,small,standard_swap,True,2.139207007722902,bias_corrected,small,-0.20045307112410526,1.938753936598797,size-standard_swap-elephant-S120-V110-small_to_large-mborderline-t1,False,borderline,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,standard_span,small,,cf_gate_pred_small_expected_large,-9.079603437302408,-7.8396884139426835,base,1.2399150233597247,120,110
standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,elephant,,,,large,standard_swap,True,-1.2598381610909666,bias_corrected,small,0.37260636430190885,1.6324445253928754,size-standard_swap-elephant-S120-V110-small_to_large-mborderline-t1,False,borderline,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,standard_span,small,,cf_gate_pred_small_expected_large,-8.506544001876394,-8.145997825148605,cf,-0.3605461767277891,120,110
standard_swap:t1,-8.879150366178303,-9.77844235054148,,50,elephant,,,,small,standard_swap,True,1.664182206033355,bias_corrected,small,0.39899925366702327,2.0631814597003784,size-standard_swap-elephant-S75-V61-small_to_large-mborderline-t1,False,borderline,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,standard_span,small,,cf_gate_pred_small_expected_large,-8.48015111251128,-7.715260890841102,base,0.7648902216701776,75,61
standard_swap:t1,-8.879150366178303,-9.77844235054148,,50,elephant,,,,large,standard_swap,True,-1.3951774459244968,bias_corrected,small,0.6427106997583234,2.03788814568282,size-standard_swap-elephant-S75-V61-small_to_large-mborderline-t1,False,borderline,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,standard_span,small,,cf_gate_pred_small_expected_large,-8.23643966641998,-7.74055420485866,cf,-0.4958854615613193,75,61
standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,elephant,,,,small,standard_swap,True,1.7704320143131955,bias_corrected,small,0.03708262469122481,1.8075146390044203,size-standard_swap-elephant-S150-V125-small_to_large-mborderline-t1,False,borderline,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,standard_span,small,,cf_gate_pred_small_expected_large,-8.842067741487078,-7.97092771153706,base,0.871140029950018,150,125
standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,elephant,,,,large,standard_swap,True,-1.2023374697148927,bias_corrected,small,0.45653574945763786,1.6588732191725306,size-standard_swap-elephant-S150-V125-small_to_large-mborderline-t1,False,borderline,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,standard_span,small,,cf_gate_pred_small_expected_large,-8.422614616720665,-8.11956913136895,cf,-0.30304548535171527,150,125
standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,elephant,,,,small,standard_swap,True,1.1744603850869613,bias_corrected,small,0.2740670810833574,1.4485274661703187,size-standard_swap-elephant-S200-V150-small_to_large-mclear-t1,False,clear,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,standard_span,small,,cf_gate_pred_small_expected_large,-8.605083285094945,-8.329914884371162,base,0.2751684007237838,200,150
standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,elephant,,,,large,standard_swap,True,-0.5606509123027195,bias_corrected,small,0.46195092912203073,1.0226018414247502,size-standard_swap-elephant-S200-V150-small_to_large-mclear-t1,False,clear,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,standard_span,large,,cf_gate_pred_small_expected_large,-8.417199437056272,-8.75584050911673,cf,0.338641072060458,200,150
standard_swap:t1,-8.879150366178303,-9.77844235054148,,10,elephant,,,,small,standard_swap,True,1.9863230199215565,bias_corrected,small,-0.048074936979647376,1.938248082941909,size-standard_swap-elephant-S90-V30-small_to_large-mclear-t1,False,clear,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,standard_span,small,,cf_gate_pred_small_expected_large,-8.92722530315795,-7.840194267599571,base,1.087031035558379,90,30
standard_swap:t1,-8.879150366178303,-9.77844235054148,,10,elephant,,,,large,standard_swap,True,-1.2541952441974216,bias_corrected,small,0.5607739959354561,1.8149692401328776,size-standard_swap-elephant-S90-V30-small_to_large-mclear-t1,False,clear,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,standard_span,small,,cf_gate_pred_small_expected_large,-8.318376370242847,-7.963473110408603,cf,-0.3549032598342441,90,30
standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,elephant,,,,small,standard_swap,True,0.7765981434699025,bias_corrected,small,0.6407158656071346,1.417314009077037,size-standard_swap-elephant-S900-V300-small_to_large-mclear-t1,False,clear,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,standard_span,large,,cf_gate_pred_small_expected_large,-8.238434500571168,-8.361128341464443,base,-0.12269384089327495,900,300
standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,elephant,,,,large,standard_swap,True,-0.3155816748185174,bias_corrected,small,0.6537586590413067,0.9693403338598241,size-standard_swap-elephant-S900-V300-small_to_large-mclear-t1,False,clear,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,standard_span,large,,cf_gate_pred_small_expected_large,-8.225391707136996,-8.809102016681656,cf,0.5837103095446601,900,300
standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,elephant,,,,small,standard_swap,True,1.1453852837307519,bias_corrected,small,0.38452812421913585,1.5299134079498877,size-standard_swap-elephant-S999-V150-small_to_large-mextreme-t1,False,extreme,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,standard_span,small,,cf_gate_pred_small_expected_large,-8.494622241959167,-8.248528942591593,base,0.2460932993675744,999,150
standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,elephant,,,,large,standard_swap,True,-0.5606509123027195,bias_corrected,small,0.46195092912203073,1.0226018414247502,size-standard_swap-elephant-S999-V150-small_to_large-mextreme-t1,False,extreme,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,standard_span,large,,cf_gate_pred_small_expected_large,-8.417199437056272,-8.75584050911673,cf,0.338641072060458,999,150
standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,glorb,,,,small,standard_swap,True,2.4054298470827096,bias_corrected,small,-0.3029060974160398,2.1025237496666698,size-standard_swap-glorb-S102-V101-small_to_large-mborderline-t1,False,borderline,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,standard_span,small,,cf_gate_pred_small_expected_large,-9.182056463594343,-7.675918600874811,base,1.506137862719532,102,101
standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,glorb,,,,large,standard_swap,True,-1.8189844555975538,bias_corrected,small,0.14472014730986338,1.9637046029074172,size-standard_swap-glorb-S102-V101-small_to_large-mborderline-t1,False,borderline,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,standard_span,small,,cf_gate_pred_small_expected_large,-8.73443021886844,-7.814737747634063,cf,-0.9196924712343764,102,101
standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,glorb,,,,small,standard_swap,True,1.7621619403442068,bias_corrected,small,0.1540338197208886,1.9161957600650954,size-standard_swap-glorb-S120-V110-small_to_large-mborderline-t1,False,borderline,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,standard_span,small,,cf_gate_pred_small_expected_large,-8.725116546457414,-7.862246590476385,base,0.8628699559810293,120,110
standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,glorb,,,,large,standard_swap,True,-1.257648104246556,bias_corrected,small,0.3893508198909732,1.6469989241375291,size-standard_swap-glorb-S120-V110-small_to_large-mborderline-t1,False,borderline,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,standard_span,small,,cf_gate_pred_small_expected_large,-8.48979954628733,-8.131443426403951,cf,-0.35835611988337845,120,110
standard_swap:t1,-8.879150366178303,-9.77844235054148,,50,glorb,,,,small,standard_swap,True,1.4486070042609285,bias_corrected,small,0.759305221401938,2.2079122256628665,size-standard_swap-glorb-S75-V61-small_to_large-mborderline-t1,False,borderline,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,standard_span,small,,cf_gate_pred_small_expected_large,-8.119845144776365,-7.570530124878614,base,0.549315019897751,75,61
standard_swap:t1,-8.879150366178303,-9.77844235054148,,50,glorb,,,,large,standard_swap,True,-1.1989637963077575,bias_corrected,small,0.8891510563267877,2.088114852634545,size-standard_swap-glorb-S75-V61-small_to_large-mborderline-t1,False,borderline,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,standard_span,small,,cf_gate_pred_small_expected_large,-7.989999309851515,-7.690327497906935,cf,-0.29967181194458004,75,61
standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,glorb,,,,small,standard_swap,True,1.4845857216475018,bias_corrected,small,0.3922249970477427,1.8768107186952445,size-standard_swap-glorb-S150-V125-small_to_large-mborderline-t1,False,borderline,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,standard_span,small,,cf_gate_pred_small_expected_large,-8.48692536913056,-7.901631631846236,base,0.5852937372843243,150,125
standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,glorb,,,,large,standard_swap,True,-1.1278720681458285,bias_corrected,small,0.44722140579413683,1.5750934739399653,size-standard_swap-glorb-S150-V125-small_to_large-mborderline-t1,False,borderline,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,standard_span,small,,cf_gate_pred_small_expected_large,-8.431928960384166,-8.203348876601515,cf,-0.22858008378265104,150,125
standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,glorb,,,,small,standard_swap,True,1.1291690392939753,bias_corrected,small,0.5722252550941871,1.7013942943881624,size-standard_swap-glorb-S200-V150-small_to_large-mclear-t1,False,clear,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,standard_span,small,,cf_gate_pred_small_expected_large,-8.306925111084116,-8.077048056153318,base,0.2298770549307978,200,150
standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,glorb,,,,large,standard_swap,True,-0.6408426566731418,bias_corrected,small,0.547272057938704,1.1881147146118458,size-standard_swap-glorb-S200-V150-small_to_large-mclear-t1,False,clear,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,standard_span,large,,cf_gate_pred_small_expected_large,-8.331878308239599,-8.590327635929635,cf,0.2584493276900357,200,150
standard_swap:t1,-8.879150366178303,-9.77844235054148,,10,glorb,,,,small,standard_swap,True,1.5610104067727875,bias_corrected,small,0.7193838385337852,2.2803942453065726,size-standard_swap-glorb-S90-V30-small_to_large-mclear-t1,False,clear,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,standard_span,small,,cf_gate_pred_small_expected_large,-8.159766527644518,-7.498048105234908,base,0.66171842240961,90,30
standard_swap:t1,-8.879150366178303,-9.77844235054148,,10,glorb,,,,large,standard_swap,True,-1.0788688265817745,bias_corrected,small,0.9555251750865814,2.034394001668356,size-standard_swap-glorb-S90-V30-small_to_large-mclear-t1,False,clear,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,standard_span,small,,cf_gate_pred_small_expected_large,-7.9236251910917215,-7.744048348873124,cf,-0.17957684221859704,90,30
standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,glorb,,,,small,standard_swap,True,0.8525371632476109,bias_corrected,small,0.6040682392491519,1.4566054024967627,size-standard_swap-glorb-S900-V300-small_to_large-mclear-t1,False,clear,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,standard_span,large,,cf_gate_pred_small_expected_large,-8.275082126929151,-8.321836948044718,base,-0.046754821115566614,900,300
standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,glorb,,,,large,standard_swap,True,-0.5439465179313245,bias_corrected,small,0.49806039278956327,1.0420069107208878,size-standard_swap-glorb-S900-V300-small_to_large-mclear-t1,False,clear,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,standard_span,large,,cf_gate_pred_small_expected_large,-8.38108997338874,-8.736435439820593,cf,0.35534546643185294,900,300
standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,glorb,,,,small,standard_swap,True,1.0638906682188125,bias_corrected,small,0.4961074011414741,1.5599980693602866,size-standard_swap-glorb-S999-V150-small_to_large-mextreme-t1,False,extreme,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,standard_span,small,,cf_gate_pred_small_expected_large,-8.383042965036829,-8.218444281181194,base,0.16459868385563503,999,150
standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,glorb,,,,large,standard_swap,True,-0.6408426566731418,bias_corrected,small,0.547272057938704,1.1881147146118458,size-standard_swap-glorb-S999-V150-small_to_large-mextreme-t1,False,extreme,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,standard_span,large,,cf_gate_pred_small_expected_large,-8.331878308239599,-8.590327635929635,cf,0.2584493276900357,999,150
standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,dax,,,,small,standard_swap,True,2.24587698275053,bias_corrected,small,-0.1951917365067235,2.0506852462438063,size-standard_swap-dax-S102-V101-small_to_large-mborderline-t1,False,borderline,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,standard_span,small,,cf_gate_pred_small_expected_large,-9.074342102685026,-7.727757104297674,base,1.3465849983873523,102,101
standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,dax,,,,large,standard_swap,True,-1.7890995282271476,bias_corrected,small,0.025817620332338365,1.814917148559486,size-standard_swap-dax-S102-V101-small_to_large-mborderline-t1,False,borderline,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,standard_span,small,,cf_gate_pred_small_expected_large,-8.853332745845965,-7.963525201981994,cf,-0.8898075438639701,102,101
