abs_log_ratio,bias_context,bias_large,bias_small,cf_class_name,cf_standard_cm,class_name,conflict_direction,conflict_receiver_id,donor_kind,expected_label,family,gate_asserted,gate_margin,gate_mode,gate_pred_label,gate_score_large,gate_score_small,item_id,kept,margin_bin,model,model_slug,monotonicity_direction,patch_span,penumbra_axis,penumbra_soft_gate,penumbral_relation,pred_label,rank_in_chain,receiver_group_id,reject_reason,score_large,score_small,side,size_margin,standard_cm,value_cm,value_pair_id
1.0986122886681098,standard_swap:t1,-8.879150366178303,-9.77844235054148,,10,ant,,,,small,standard_swap,True,1.9550386766835048,bias_corrected,small,-0.009536651136853536,1.9455020255466513,size-standard_swap-ant-S90-V30-small_to_large-mclear-t1,False,clear,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-8.888687017315156,-7.832940324994829,base,1.0557466923203274,90,30,
1.0986122886681098,standard_swap:t1,-8.879150366178303,-9.77844235054148,,10,ant,,,,large,standard_swap,True,-1.9952349816922341,bias_corrected,small,0.28671473828603844,2.2819497199782726,size-standard_swap-ant-S90-V30-small_to_large-mclear-t1,False,clear,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-8.592435627892264,-7.496492630563208,cf,-1.0959429973290566,90,30,
1.0986122886681098,standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,ant,,,,small,standard_swap,True,1.7177532570918679,bias_corrected,small,0.19513741216998604,1.912890669261854,size-standard_swap-ant-S900-V300-small_to_large-mclear-t1,False,clear,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-8.684012954008317,-7.8655516812796265,base,0.8184612727286904,900,300,
1.0986122886681098,standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,ant,,,,large,standard_swap,True,-1.816917513725457,bias_corrected,small,0.1838043603190158,2.0007218740444728,size-standard_swap-ant-S900-V300-small_to_large-mclear-t1,False,clear,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-8.695346005859287,-7.777720476497008,cf,-0.9176255293622795,900,300,
1.8961194845522977,standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,ant,,,,small,standard_swap,True,1.8277667848075838,bias_corrected,small,0.23745997965096421,2.065226764458548,size-standard_swap-ant-S999-V150-small_to_large-mextreme-t1,False,extreme,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-8.641690386527339,-7.713215586082932,base,0.9284748004444063,999,150,
0.4054651081081644,standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,ant,,,,large,standard_swap,True,-1.472738091967801,bias_corrected,small,0.4078588238146441,1.8805969157824451,size-standard_swap-ant-S999-V150-small_to_large-mextreme-t1,False,extreme,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-8.471291542363659,-7.897845434759035,cf,-0.5734461076046236,999,150,
0.009852296443011594,standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,human,,,,small,standard_swap,True,2.2720575251303945,bias_corrected,small,0.1780779037581155,2.45013542888851,size-standard_swap-human-S102-V101-small_to_large-mborderline-t1,False,borderline,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-8.701072462420187,-7.32830692165297,base,1.372765540767217,102,101,
0.009950330853168092,standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,human,,,,large,standard_swap,True,-2.049266417232209,bias_corrected,small,0.3957635754026576,2.4450299926348666,size-standard_swap-human-S102-V101-small_to_large-mborderline-t1,False,borderline,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-8.483386790775645,-7.333412357906614,cf,-1.1499744328690316,102,101,
0.08701137698962981,standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,human,,,,small,standard_swap,True,1.4868354586420836,bias_corrected,small,0.723711557856733,2.2105470164988166,size-standard_swap-human-S120-V110-small_to_large-mborderline-t1,False,borderline,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-8.15543880832157,-7.567895334042664,base,0.5875434742789061,120,110,
0.09531017980432493,standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,human,,,,large,standard_swap,True,-1.4243206086874842,bias_corrected,small,0.6410594658767526,2.065380074564237,size-standard_swap-human-S120-V110-small_to_large-mborderline-t1,False,borderline,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-8.23809090030155,-7.713062275977244,cf,-0.5250286243243067,120,110,
0.20661424936299916,standard_swap:t1,-8.879150366178303,-9.77844235054148,,50,human,,,,small,standard_swap,True,1.3150442342252475,bias_corrected,small,0.710982224621592,2.0260264588468395,size-standard_swap-human-S75-V61-small_to_large-mborderline-t1,False,borderline,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-8.168168141556711,-7.752415891694641,base,0.41575224986207004,75,61,
0.19885085874516517,standard_swap:t1,-8.879150366178303,-9.77844235054148,,50,human,,,,large,standard_swap,True,-1.3711248855919962,bias_corrected,small,0.8449770407276418,2.216101926319638,size-standard_swap-human-S75-V61-small_to_large-mborderline-t1,False,borderline,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-8.034173325450661,-7.562340424221842,cf,-0.4718329012288187,75,61,
0.1823215567939546,standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,human,,,,small,standard_swap,True,1.499348331062115,bias_corrected,small,0.6257835086820442,2.125131839744159,size-standard_swap-human-S150-V125-small_to_large-mborderline-t1,False,borderline,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-8.253366857496259,-7.653310510797321,base,0.6000563466989375,150,125,
0.22314355131420976,standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,human,,,,large,standard_swap,True,-1.4465746844080254,bias_corrected,small,0.6116287729224865,2.058203457330512,size-standard_swap-human-S150-V125-small_to_large-mborderline-t1,False,borderline,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-8.267521593255816,-7.7202388932109685,cf,-0.5472827000448479,150,125,
0.2876820724517809,standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,human,,,,small,standard_swap,True,1.1907629310555645,bias_corrected,small,0.5461363908156951,1.7368993218712596,size-standard_swap-human-S200-V150-small_to_large-mclear-t1,False,clear,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-8.333013975362608,-8.04154302867022,base,0.29147094669238705,200,150,
0.4054651081081644,standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,human,,,,large,standard_swap,True,-1.249710734932549,bias_corrected,small,0.49411364428538995,1.7438243792179389,size-standard_swap-human-S200-V150-small_to_large-mclear-t1,False,clear,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-8.385036721892913,-8.034617971323541,cf,-0.35041875056937144,200,150,
1.0986122886681098,standard_swap:t1,-8.879150366178303,-9.77844235054148,,10,human,,,,small,standard_swap,True,1.1518072039091942,bias_corrected,small,0.6544244721367694,1.8062316760459636,size-standard_swap-human-S90-V30-small_to_large-mclear-t1,False,clear,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-8.224725894041534,-7.972210674495517,base,0.25251521954601674,90,30,
1.0986122886681098,standard_swap:t1,-8.879150366178303,-9.77844235054148,,10,human,,,,large,standard_swap,True,-1.5020248520940624,bias_corrected,small,0.48563631800230844,1.9876611700963709,size-standard_swap-human-S90-V30-small_to_large-mclear-t1,False,clear,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-8.393514048175994,-7.7907811804451095,cf,-0.602732867730885,90,30,
1.0986122886681098,standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,human,,,,small,standard_swap,True,1.0491961658861015,bias_corrected,small,0.6433951973342769,1.6925913632203784,size-standard_swap-human-S900-V300-small_to_large-mclear-t1,False,clear,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-8.235755168844026,-8.085850987321102,base,0.14990418152292406,900,300,
1.0986122886681098,standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,human,,,,large,standard_swap,True,-1.192478212774482,bias_corrected,small,0.43603436760328584,1.6285125803777678,size-standard_swap-human-S900-V300-small_to_large-mclear-t1,False,clear,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-8.443115998575017,-8.149929770163713,cf,-0.2931862284113045,900,300,
1.8961194845522977,standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,human,,,,small,standard_swap,True,1.198310568718835,bias_corrected,small,0.3912422085940843,1.5895527773129192,size-standard_swap-human-S999-V150-small_to_large-mextreme-t1,False,extreme,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-8.487908157584219,-8.188889573228561,base,0.2990185843556574,999,150,
0.4054651081081644,standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,human,,,,large,standard_swap,True,-1.249710734932549,bias_corrected,small,0.49411364428538995,1.7438243792179389,size-standard_swap-human-S999-V150-small_to_large-mextreme-t1,False,extreme,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-8.385036721892913,-8.034617971323541,cf,-0.35041875056937144,999,150,
0.009852296443011594,standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,elephant,,,,small,standard_swap,True,2.632203912990043,bias_corrected,small,-0.44632397360221887,2.1858799393878243,size-standard_swap-elephant-S102-V101-small_to_large-mborderline-t1,False,borderline,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-9.325474339780522,-7.592562411153656,base,1.7329119286268657,102,101,
0.009950330853168092,standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,elephant,,,,large,standard_swap,True,-1.8407760382764273,bias_corrected,small,0.13164614226404758,1.972422180540475,size-standard_swap-elephant-S102-V101-small_to_large-mborderline-t1,False,borderline,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-8.747504223914255,-7.8060201700010055,cf,-0.9414840539132499,102,101,
0.08701137698962981,standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,elephant,,,,small,standard_swap,True,2.139207007722902,bias_corrected,small,-0.20045307112410526,1.938753936598797,size-standard_swap-elephant-S120-V110-small_to_large-mborderline-t1,False,borderline,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-9.079603437302408,-7.8396884139426835,base,1.2399150233597247,120,110,
0.09531017980432493,standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,elephant,,,,large,standard_swap,True,-1.2598381610909666,bias_corrected,small,0.37260636430190885,1.6324445253928754,size-standard_swap-elephant-S120-V110-small_to_large-mborderline-t1,False,borderline,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-8.506544001876394,-8.145997825148605,cf,-0.3605461767277891,120,110,
0.20661424936299916,standard_swap:t1,-8.879150366178303,-9.77844235054148,,50,elephant,,,,small,standard_swap,True,1.664182206033355,bias_corrected,small,0.39899925366702327,2.0631814597003784,size-standard_swap-elephant-S75-V61-small_to_large-mborderline-t1,False,borderline,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-8.48015111251128,-7.715260890841102,base,0.7648902216701776,75,61,
0.19885085874516517,standard_swap:t1,-8.879150366178303,-9.77844235054148,,50,elephant,,,,large,standard_swap,True,-1.3951774459244968,bias_corrected,small,0.6427106997583234,2.03788814568282,size-standard_swap-elephant-S75-V61-small_to_large-mborderline-t1,False,borderline,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-8.23643966641998,-7.74055420485866,cf,-0.4958854615613193,75,61,
0.1823215567939546,standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,elephant,,,,small,standard_swap,True,1.7704320143131955,bias_corrected,small,0.03708262469122481,1.8075146390044203,size-standard_swap-elephant-S150-V125-small_to_large-mborderline-t1,False,borderline,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-8.842067741487078,-7.97092771153706,base,0.871140029950018,150,125,
0.22314355131420976,standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,elephant,,,,large,standard_swap,True,-1.2023374697148927,bias_corrected,small,0.45653574945763786,1.6588732191725306,size-standard_swap-elephant-S150-V125-small_to_large-mborderline-t1,False,borderline,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-8.422614616720665,-8.11956913136895,cf,-0.30304548535171527,150,125,
0.2876820724517809,standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,elephant,,,,small,standard_swap,True,1.1744603850869613,bias_corrected,small,0.2740670810833574,1.4485274661703187,size-standard_swap-elephant-S200-V150-small_to_large-mclear-t1,False,clear,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-8.605083285094945,-8.329914884371162,base,0.2751684007237838,200,150,
0.4054651081081644,standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,elephant,,,,large,standard_swap,True,-0.5606509123027195,bias_corrected,small,0.46195092912203073,1.0226018414247502,size-standard_swap-elephant-S200-V150-small_to_large-mclear-t1,False,clear,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,large,,,cf_gate_pred_small_expected_large,-8.417199437056272,-8.75584050911673,cf,0.338641072060458,200,150,
1.0986122886681098,standard_swap:t1,-8.879150366178303,-9.77844235054148,,10,elephant,,,,small,standard_swap,True,1.9863230199215565,bias_corrected,small,-0.048074936979647376,1.938248082941909,size-standard_swap-elephant-S90-V30-small_to_large-mclear-t1,False,clear,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-8.92722530315795,-7.840194267599571,base,1.087031035558379,90,30,
1.0986122886681098,standard_swap:t1,-8.879150366178303,-9.77844235054148,,10,elephant,,,,large,standard_swap,True,-1.2541952441974216,bias_corrected,small,0.5607739959354561,1.8149692401328776,size-standard_swap-elephant-S90-V30-small_to_large-mclear-t1,False,clear,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-8.318376370242847,-7.963473110408603,cf,-0.3549032598342441,90,30,
1.0986122886681098,standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,elephant,,,,small,standard_swap,True,0.7765981434699025,bias_corrected,small,0.6407158656071346,1.417314009077037,size-standard_swap-elephant-S900-V300-small_to_large-mclear-t1,False,clear,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,large,,,cf_gate_pred_small_expected_large,-8.238434500571168,-8.361128341464443,base,-0.12269384089327495,900,300,
1.0986122886681098,standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,elephant,,,,large,standard_swap,True,-0.3155816748185174,bias_corrected,small,0.6537586590413067,0.9693403338598241,size-standard_swap-elephant-S900-V300-small_to_large-mclear-t1,False,clear,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,large,,,cf_gate_pred_small_expected_large,-8.225391707136996,-8.809102016681656,cf,0.5837103095446601,900,300,
1.8961194845522977,standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,elephant,,,,small,standard_swap,True,1.1453852837307519,bias_corrected,small,0.38452812421913585,1.5299134079498877,size-standard_swap-elephant-S999-V150-small_to_large-mextreme-t1,False,extreme,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-8.494622241959167,-8.248528942591593,base,0.2460932993675744,999,150,
0.4054651081081644,standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,elephant,,,,large,standard_swap,True,-0.5606509123027195,bias_corrected,small,0.46195092912203073,1.0226018414247502,size-standard_swap-elephant-S999-V150-small_to_large-mextreme-t1,False,extreme,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,large,,,cf_gate_pred_small_expected_large,-8.417199437056272,-8.75584050911673,cf,0.338641072060458,999,150,
0.009852296443011594,standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,glorb,,,,small,standard_swap,True,2.4054298470827096,bias_corrected,small,-0.3029060974160398,2.1025237496666698,size-standard_swap-glorb-S102-V101-small_to_large-mborderline-t1,False,borderline,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-9.182056463594343,-7.675918600874811,base,1.506137862719532,102,101,
0.009950330853168092,standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,glorb,,,,large,standard_swap,True,-1.8189844555975538,bias_corrected,small,0.14472014730986338,1.9637046029074172,size-standard_swap-glorb-S102-V101-small_to_large-mborderline-t1,False,borderline,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-8.73443021886844,-7.814737747634063,cf,-0.9196924712343764,102,101,
0.08701137698962981,standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,glorb,,,,small,standard_swap,True,1.7621619403442068,bias_corrected,small,0.1540338197208886,1.9161957600650954,size-standard_swap-glorb-S120-V110-small_to_large-mborderline-t1,False,borderline,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-8.725116546457414,-7.862246590476385,base,0.8628699559810293,120,110,
0.09531017980432493,standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,glorb,,,,large,standard_swap,True,-1.257648104246556,bias_corrected,small,0.3893508198909732,1.6469989241375291,size-standard_swap-glorb-S120-V110-small_to_large-mborderline-t1,False,borderline,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-8.48979954628733,-8.131443426403951,cf,-0.35835611988337845,120,110,
0.20661424936299916,standard_swap:t1,-8.879150366178303,-9.77844235054148,,50,glorb,,,,small,standard_swap,True,1.4486070042609285,bias_corrected,small,0.759305221401938,2.2079122256628665,size-standard_swap-glorb-S75-V61-small_to_large-mborderline-t1,False,borderline,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-8.119845144776365,-7.570530124878614,base,0.549315019897751,75,61,
0.19885085874516517,standard_swap:t1,-8.879150366178303,-9.77844235054148,,50,glorb,,,,large,standard_swap,True,-1.1989637963077575,bias_corrected,small,0.8891510563267877,2.088114852634545,size-standard_swap-glorb-S75-V61-small_to_large-mborderline-t1,False,borderline,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-7.989999309851515,-7.690327497906935,cf,-0.29967181194458004,75,61,
0.1823215567939546,standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,glorb,,,,small,standard_swap,True,1.4845857216475018,bias_corrected,small,0.3922249970477427,1.8768107186952445,size-standard_swap-glorb-S150-V125-small_to_large-mborderline-t1,False,borderline,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-8.48692536913056,-7.901631631846236,base,0.5852937372843243,150,125,
0.22314355131420976,standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,glorb,,,,large,standard_swap,True,-1.1278720681458285,bias_corrected,small,0.44722140579413683,1.5750934739399653,size-standard_swap-glorb-S150-V125-small_to_large-mborderline-t1,False,borderline,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-8.431928960384166,-8.203348876601515,cf,-0.22858008378265104,150,125,
0.2876820724517809,standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,glorb,,,,small,standard_swap,True,1.1291690392939753,bias_corrected,small,0.5722252550941871,1.7013942943881624,size-standard_swap-glorb-S200-V150-small_to_large-mclear-t1,False,clear,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-8.306925111084116,-8.077048056153318,base,0.2298770549307978,200,150,
0.4054651081081644,standard_swap:t1,-8.879150366178303,-9.77844235054148,,100,glorb,,,,large,standard_swap,True,-0.6408426566731418,bias_corrected,small,0.547272057938704,1.1881147146118458,size-standard_swap-glorb-S200-V150-small_to_large-mclear-t1,False,clear,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,large,,,cf_gate_pred_small_expected_large,-8.331878308239599,-8.590327635929635,cf,0.2584493276900357,200,150,
1.0986122886681098,standard_swap:t1,-8.879150366178303,-9.77844235054148,,10,glorb,,,,small,standard_swap,True,1.5610104067727875,bias_corrected,small,0.7193838385337852,2.2803942453065726,size-standard_swap-glorb-S90-V30-small_to_large-mclear-t1,False,clear,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-8.159766527644518,-7.498048105234908,base,0.66171842240961,90,30,
1.0986122886681098,standard_swap:t1,-8.879150366178303,-9.77844235054148,,10,glorb,,,,large,standard_swap,True,-1.0788688265817745,bias_corrected,small,0.9555251750865814,2.034394001668356,size-standard_swap-glorb-S90-V30-small_to_large-mclear-t1,False,clear,Qwen/Qwen2.5-3B,qwen_qwen2_5_3b,,standard_span,,False,,small,,,cf_gate_pred_small_expected_large,-7.9236251910917215,-7.744048348873124,cf,-0.17957684221859704,90,30,
